,Loan ID,Loan Grade,Term (months),Origination Date,Interest Rate,APR,Origination Fee,Loan Size,Outstanding Principal,Days Late,Delinquency Status,Charged Off Amount,Charged Off Date
63923,L69855,B,60,2017-05-31,12.44,15.04,1400.0,25000.0,24255.11,0,Current,,
67767,L73994,D,36,2017-06-16,14.19,18.61,900.0,15000.0,15000.0,16,Delinquent,,
23409,L75629,E,60,2017-06-23,18.69,22.11,745.09,10800.0,10654.35,0,Current,,
45188,L48062,B,36,2016-12-05,11.17,15.24,560.0,10000.0,8162.62,0,Current,,
20434,L22229,E,36,2015-12-30,22.07,25.75,1680.0,35000.0,18439.4,0,Current,,
63705,L69580,E,60,2017-05-30,17.43,20.34,414.0,6900.0,6569.72,0,Current,,
68921,L78737,B,36,2017-07-06,9.3,13.3,392.0,7000.0,7000.0,0,Current,,
57260,L60966,E,60,2017-04-17,26.59,29.8,90.0,1500.0,1475.49,0,Current,,
32900,L36112,C,36,2016-07-18,14.59,19.01,360.0,6000.0,4281.65,0,Current,,
62874,L69146,D,60,2017-05-26,16.8,19.71,540.0,9000.0,8922.19,6,In Grace,,
59395,L63983,D,60,2017-05-01,16.73,19.64,720.0,12000.0,11740.81,0,Current,,
52264,L55110,C,36,2017-02-16,12.04,16.41,60.0,1000.0,356.94,0,Current,,
18180,L16307,B,36,2015-10-21,8.97,12.5,800.0,16000.0,7162.44,0,Current,,
52223,L54881,E,36,2017-02-14,25.02,29.75,474.0,7900.0,0.0,0,Matured,,
37121,L37885,A,36,2016-08-08,8.23,12.19,280.0,5000.0,3591.26,0,Current,,
63981,L70162,C,60,2017-05-31,14.17,17.01,996.0,16600.0,16411.86,0,Current,,
13702,L11509,D,36,2015-08-17,25.23,29.96,534.0,8900.0,0.0,593,Charged Off,9264.5,2016-04-16
62308,L67335,C,60,2017-05-17,14.32,17.2,1187.36,19500.0,18972.8,0,Current,,
16043,L13714,B,36,2015-09-21,9.05,12.59,1250.0,25000.0,10526.7,0,Current,,
31705,L30885,D,36,2016-04-15,16.11,19.81,400.0,8000.0,0.0,0,Matured,,
24633,L23996,E,36,2016-01-21,25.24,29.97,1146.0,19100.0,11298.83,0,Current,,
53017,L56410,E,36,2017-03-07,25.06,29.82,66.0,1100.0,0.0,0,Matured,,
56433,L60146,B,60,2017-04-06,12.52,15.1,392.0,7000.0,6743.16,0,Current,,
75731,L85890,B,36,2017-07-31,10.45,15.04,191.13,3000.0,3000.0,0,Current,,
65936,L72222,E,60,2017-06-12,25.88,29.79,335.43,4600.0,4570.2,0,Current,,
33236,L33901,A,36,2016-06-13,5.81,9.72,464.8,8300.0,0.0,0,Matured,,
49488,L52679,B,36,2017-01-24,11.74,15.79,364.0,6500.0,5565.36,0,Current,,
19634,L26482,B,60,2016-02-23,13.85,15.31,192.0,6000.0,4690.82,0,Current,,
31430,L31953,B,36,2016-05-12,11.61,14.47,288.0,7200.0,4692.21,0,Current,,
11216,L15000,C,36,2015-10-05,12.33,16.69,180.0,3000.0,1279.66,0,Current,,
73275,L81230,D,36,2017-07-14,14.97,19.97,167.63,2500.0,2500.0,0,Current,,
44243,L46730,B,36,2016-11-17,11.03,15.06,112.0,2000.0,1609.8,0,Current,,
56829,L60882,AA,60,2017-04-11,8.72,11.21,336.0,6000.0,5757.47,0,Current,,
44582,L46935,E,36,2016-11-28,25.01,29.73,588.0,9800.0,8617.28,34,Delinquent,,
52720,L77357,D,60,2017-06-30,15.67,18.54,150.0,2500.0,2500.0,0,Current,,
64068,L70089,D,36,2017-05-31,14.22,19.05,181.72,2800.0,2731.22,0,Current,,
71591,L79357,A,60,2017-07-10,9.49,12.51,1042.86,15600.0,15600.0,0,Current,,
37027,L37327,D,36,2016-07-29,18.91,23.45,900.0,15000.0,11414.75,0,Current,,
52316,L55369,B,36,2017-02-21,11.73,15.82,834.4,14900.0,13098.83,0,Current,,
60003,L64593,B,36,2017-05-10,10.17,14.88,208.54,3200.0,2844.8,0,Current,,
25352,L30410,C,36,2016-04-08,13.24,15.78,187.62,5300.0,0.0,0,Matured,,
71183,L82384,C,36,2017-07-18,12.31,16.69,180.0,3000.0,3000.0,0,Current,,
54465,L64039,E,60,2017-05-01,25.06,28.86,249.66,3500.0,3449.91,0,Current,,
68432,L75071,C,36,2017-06-21,13.14,16.97,473.4,9000.0,8793.31,0,Current,,
26774,L26233,C,36,2016-02-22,12.35,15.96,230.0,4600.0,2530.99,0,Current,,
43726,L45526,B,36,2016-11-07,11.58,15.68,476.0,8500.0,0.0,0,Matured,,
13821,L11644,C,36,2015-08-19,12.19,16.55,2100.0,35000.0,0.0,0,Matured,,
30286,L29985,B,36,2016-04-04,9.29,12.1,740.0,18500.0,11423.15,0,Current,,
64832,L78216,E,60,2017-07-05,21.13,24.17,1080.0,18000.0,18000.0,0,Current,,
31963,L31413,B,36,2016-05-02,9.42,12.24,480.0,12000.0,7725.47,0,Current,,
66693,L80331,E,60,2017-07-13,18.01,20.95,498.0,8300.0,8300.0,0,Current,,
59488,L64564,E,60,2017-05-03,19.95,23.06,620.5,10000.0,9775.4,0,Current,,
21934,L20767,D,36,2015-12-08,14.45,18.88,300.0,5000.0,0.0,389,Charged Off,4404.81,2016-11-06
37590,L37982,D,36,2016-08-08,15.36,19.8,900.0,15000.0,11116.16,0,Current,,
45399,L47087,B,60,2016-11-22,13.16,15.75,1400.0,25000.0,22500.67,0,Current,,
59852,L67074,C,36,2017-05-16,11.94,16.47,248.2,4000.0,3813.35,0,Current,,
38176,L39946,E,36,2016-09-08,23.67,28.35,144.0,2400.0,1886.6,0,Current,,
47038,L58481,C,36,2017-03-21,11.95,14.37,236.04,7000.0,0.0,0,Matured,,
46866,L48960,B,60,2016-12-13,14.77,17.4,728.0,13000.0,11922.2,0,Current,,
73153,L81240,B,36,2017-07-14,10.22,14.32,285.25,5000.0,5000.0,0,Current,,
68310,L74815,D,60,2017-06-20,16.07,18.95,432.0,7200.0,7119.72,0,Current,,
51164,L53888,C,60,2017-02-06,19.56,22.53,420.0,7000.0,6631.89,0,Current,,
68177,L74513,C,60,2017-06-23,13.88,16.69,150.0,2500.0,2500.0,9,In Grace,,
72397,L80213,E,60,2017-07-12,22.86,26.34,670.5,10000.0,9731.29,0,Current,,
20057,L20693,B,36,2015-12-08,11.11,14.7,750.0,15000.0,7700.55,0,Current,,
71122,L79514,E,60,2017-07-10,19.13,22.32,2401.88,37500.0,37500.0,0,Current,,
33522,L33521,A,36,2016-06-08,7.38,11.33,840.0,15000.0,9958.23,0,Current,,
27442,L26234,B,36,2016-02-19,11.67,14.52,500.0,12500.0,7129.19,0,Current,,
34019,L33825,D,36,2016-06-13,14.82,19.25,720.0,12000.0,8259.79,0,Current,,
62937,L70465,B,36,2017-06-06,10.18,14.33,347.28,6000.0,5825.2,0,Current,,
42473,L44674,AA,60,2016-10-26,8.21,9.4,330.4,11800.0,10297.87,0,Current,,
32018,L31442,A,36,2016-05-02,7.04,10.98,1008.0,18000.0,10909.31,0,Current,,
35353,L35534,D,36,2016-07-11,16.63,21.11,900.0,15000.0,10211.12,0,Current,,
43497,L45076,C,36,2016-10-31,13.72,18.11,1260.0,21000.0,17408.65,31,Delinquent,,
3214,L2450,A,36,2014-12-02,8.28,11.08,1000.0,25000.0,0.0,0,Matured,,
18676,L42321,D,36,2016-09-30,16.83,21.31,900.0,15000.0,0.0,0,Matured,,
46729,L50317,E,36,2016-12-28,25.03,29.75,618.0,10300.0,8841.39,0,Current,,
26882,L25876,B,36,2016-02-16,10.01,12.84,340.0,8500.0,4796.9,0,Current,,
23616,L28412,B,36,2016-03-17,12.15,15.01,260.0,6500.0,3869.03,0,Current,,
13126,L11723,A,36,2015-08-21,7.04,10.54,350.0,7000.0,0.0,0,Matured,,
23174,L40295,C,36,2016-09-09,14.67,18.18,76.8,1600.0,1222.34,0,Current,,
47058,L49186,C,36,2016-12-19,12.3,16.66,960.0,16000.0,13298.43,0,Current,,
42076,L50272,B,60,2016-12-28,14.9,16.74,277.55,7000.0,6396.81,0,Current,,
44841,L46932,A,36,2016-11-21,5.76,9.67,1120.0,20000.0,15782.34,0,Current,,
57403,L63467,B,60,2017-04-26,11.18,13.73,644.0,11500.0,11037.2,0,Current,,
26693,L25254,A,36,2016-02-08,8.09,10.88,220.0,5500.0,3065.81,0,Current,,
6781,L5601,B,36,2015-04-01,9.92,13.47,950.0,19000.0,0.0,0,Matured,,
23542,L22311,AA,36,2015-12-30,5.16,5.16,0.0,10000.0,4783.44,0,Current,,
19172,L25985,A,36,2016-02-17,6.91,8.45,134.88,6000.0,3317.46,0,Current,,
70000,L77341,E,60,2017-06-30,17.4,21.07,298.2,4000.0,3944.58,0,Current,,
13720,L26051,AA,36,2016-02-17,5.48,6.24,112.4,10000.0,0.0,0,Matured,,
74196,L82621,C,36,2017-07-19,11.79,15.69,592.57,11000.0,11000.0,0,Current,,
72490,L80280,B,60,2017-07-12,12.99,16.29,422.28,6000.0,6000.0,0,Current,,
16011,L13968,B,36,2015-09-23,8.56,12.08,155.0,3100.0,0.0,0,Matured,,
36669,L36799,A,36,2016-07-25,5.96,9.87,280.0,5000.0,3431.23,0,Current,,
2222,L7597,C,36,2015-05-27,13.07,16.77,936.0,16000.0,5611.26,0,Current,,
55210,L58663,B,60,2017-03-23,13.61,16.23,761.6,13600.0,12892.5,0,Current,,
44346,L46575,B,60,2016-11-16,15.81,18.47,1120.0,20000.0,18136.81,0,Current,,
24588,L23320,D,36,2016-01-15,15.1,19.54,570.0,9500.0,5277.41,0,Current,,
39604,L40458,A,60,2016-09-13,9.94,12.45,1680.0,30000.0,25960.21,0,Current,,
24126,L22772,AA,36,2016-01-05,4.92,4.92,0.0,14000.0,6836.5,0,Current,,
5436,L4366,A,36,2015-02-23,7.25,10.75,650.0,13000.0,0.0,0,Matured,,
49367,L51901,E,36,2017-01-17,25.06,29.7,750.0,12500.0,10935.29,0,Current,,
28639,L27502,A,36,2016-03-03,7.79,10.58,520.0,13000.0,7599.61,0,Current,,
53018,L56063,B,60,2017-03-03,15.72,18.4,224.0,4000.0,3819.98,0,Current,,
4440,L11102,A,36,2015-08-10,8.62,11.33,484.38,12500.0,4906.2,0,Current,,
45569,L47334,B,36,2016-11-28,10.16,14.17,1069.6,19100.0,15334.61,0,Current,,
21906,L20491,A,36,2015-12-07,5.17,8.64,350.0,7000.0,3443.19,0,Current,,
45762,L47609,B,60,2016-11-29,13.47,16.06,716.8,12800.0,11771.91,0,Current,,
48714,L52320,C,36,2017-01-20,13.43,17.83,324.0,5400.0,4640.29,0,Current,,
62256,L67191,D,60,2017-05-16,16.69,19.6,420.0,7000.0,6848.48,0,Current,,
50818,L53733,AA,60,2017-02-03,8.76,9.97,322.0,11500.0,10709.98,0,Current,,
26120,L25126,B,60,2016-02-04,13.35,15.19,600.0,15000.0,11693.42,0,Current,,
8742,L7115,A,36,2015-05-15,6.82,10.31,350.0,7000.0,0.0,0,Matured,,
61504,L66289,C,60,2017-05-11,14.1,16.93,540.0,9000.0,8790.35,0,Current,,
32945,L42518,B,60,2016-10-04,13.9,16.51,560.0,10000.0,8899.65,0,Current,,
27957,L27794,C,36,2016-03-08,12.56,15.25,375.0,10000.0,6016.52,0,Current,,
30159,L29162,A,36,2016-03-25,8.14,8.83,250.0,25000.0,15360.02,0,Current,,
7252,L5835,AA,36,2015-04-09,6.41,8.47,420.0,14000.0,0.0,0,Matured,,
69494,L80335,B,60,2017-07-12,11.45,14.61,769.89,11200.0,11200.0,0,Current,,
36783,L36893,B,36,2016-07-26,10.85,14.87,196.0,3500.0,0.0,0,Matured,,
62839,L68605,D,36,2017-05-23,13.58,17.97,297.75,5000.0,4755.51,0,Current,,
34588,L57581,D,36,2017-03-14,15.06,18.85,358.68,7000.0,6369.23,0,Current,,
42803,L45255,B,36,2016-11-01,10.04,14.05,560.0,10000.0,8025.54,0,Current,,
55012,L58357,B,60,2017-03-21,13.4,16.02,1086.4,19400.0,18435.26,0,Current,,
28693,L27556,B,36,2016-03-04,9.15,11.24,300.0,10000.0,5890.4,0,Current,,
45372,L47141,A,36,2016-11-22,8.03,11.99,274.4,4900.0,3908.94,0,Current,,
16371,L27381,B,60,2016-03-02,13.58,14.6,314.72,14000.0,11243.69,0,Current,,
2038,L1663,B,36,2014-10-20,11.11,14.69,300.0,6000.0,579.32,0,Current,,
60453,L65320,B,60,2017-05-08,12.47,15.35,620.5,10000.0,9733.45,0,Current,,
18374,L16693,D,36,2015-10-29,13.87,18.28,900.0,15000.0,0.0,0,Charged Off,15169.18,2016-06-01
65929,L72683,E,60,2017-06-13,22.37,25.44,480.0,8000.0,7924.41,0,Current,,
31986,L31803,A,36,2016-05-05,8.91,11.72,560.0,14000.0,8992.44,0,Current,,
63057,L68346,E,60,2017-05-22,17.92,20.86,1002.0,16700.0,16300.67,0,Current,,
6636,L14283,D,36,2015-09-28,13.92,18.32,570.0,9500.0,0.0,0,Matured,,
25827,L24253,B,36,2016-01-25,12.01,14.88,440.0,11000.0,6295.94,7,In Grace,,
71329,L82584,A,60,2017-07-19,9.36,12.36,1129.82,17000.0,17000.0,0,Current,,
55875,L59482,B,36,2017-03-31,10.71,14.76,392.0,7000.0,6306.64,0,Current,,
20027,L18513,C,36,2015-11-20,13.11,17.5,564.0,9400.0,4551.08,0,Current,,
43810,L45399,B,60,2016-11-03,14.12,16.73,840.0,15000.0,13545.07,0,Current,,
75133,L86132,D,60,2017-07-31,16.74,20.0,633.28,9400.0,9400.0,0,Current,,
526,L18883,B,36,2015-11-19,10.51,13.54,263.5,6200.0,2855.79,0,Current,,
21453,L20403,A,36,2015-12-04,6.66,10.15,255.0,5100.0,2534.48,0,Current,,
29345,L55949,A,36,2017-02-24,6.5,7.43,140.0,10000.0,8720.85,0,Current,,
17773,L15958,C,36,2015-10-19,11.6,15.94,384.0,6400.0,3522.06,74,Delinquent,,
34108,L33980,C,36,2016-06-14,12.2,16.57,900.0,15000.0,11070.74,0,Current,,
67753,L73989,D,36,2017-06-19,14.7,18.91,285.25,5000.0,4736.25,0,Current,,
55066,L58681,B,36,2017-03-23,9.38,13.39,280.0,5000.0,4511.57,0,Current,,
64507,L73849,C,60,2017-06-16,14.23,17.48,515.33,7500.0,7412.29,0,Current,,
5265,L30622,C,36,2016-04-12,13.55,15.56,309.1,11000.0,6945.6,0,Current,,
23662,L22541,B,36,2016-01-04,8.33,11.86,600.0,12000.0,5985.53,0,Current,,
17650,L17635,A,36,2015-11-09,6.19,9.68,420.0,8400.0,3923.97,0,Current,,
45045,L49060,AA,60,2016-12-14,8.18,9.38,252.0,9000.0,8127.11,0,Current,,
54097,L57351,C,36,2017-03-13,14.17,18.61,1020.0,17000.0,15448.41,0,Current,,
50372,L53009,C,36,2017-01-31,12.43,16.8,1200.0,20000.0,17048.13,0,Current,,
31977,L38714,C,36,2016-08-17,13.62,18.02,400.0,10000.0,7356.0,0,Current,,
72231,L80005,AA,60,2017-07-11,9.24,12.28,943.6,14000.0,14000.0,0,Current,,
34148,L33906,C,36,2016-06-28,15.03,19.47,600.0,10000.0,6727.93,0,Current,,
29973,L28950,A,36,2016-03-24,8.82,9.5,250.0,25000.0,14696.47,0,Current,,
29100,L28866,D,36,2016-03-22,17.55,21.28,425.0,8500.0,5266.77,0,Current,,
6213,L5050,AA,36,2015-03-16,6.38,8.43,300.0,10000.0,0.0,0,Matured,,
20340,L18953,B,36,2015-11-20,10.36,13.93,930.0,18600.0,0.0,407,Charged Off,16564.46,2016-10-19
34879,L35345,B,36,2016-07-07,10.4,14.42,274.4,4900.0,3430.65,0,Current,,
34651,L34544,B,36,2016-06-23,8.78,12.76,1204.0,21500.0,14345.12,0,Current,,
61308,L66227,C,60,2017-05-11,14.25,17.19,930.75,15000.0,14382.31,0,Current,,
3784,L2926,C,36,2014-12-23,14.81,19.24,1200.0,20000.0,0.0,0,Matured,,
41269,L42334,B,36,2016-09-30,10.92,14.94,336.0,6000.0,4678.5,0,Current,,
48231,L51016,D,36,2017-01-09,19.01,23.56,708.0,11800.0,10606.84,23,Delinquent,,
47280,L55409,C,36,2017-02-21,13.41,17.82,384.0,6400.0,5629.38,0,Current,,
16833,L14830,D,36,2015-10-02,15.61,20.06,300.0,5000.0,0.0,0,Matured,,
56283,L60041,A,36,2017-04-05,8.8,12.78,840.0,15000.0,13894.25,0,Current,,
48167,L50681,B,60,2017-01-03,13.84,16.45,1640.8,29300.0,26624.74,0,Current,,
72399,L84535,E,60,2017-07-26,18.5,21.82,1005.75,15000.0,15000.0,0,Current,,
3156,L7803,B,36,2015-06-01,10.8,13.82,1697.5,35000.0,0.0,0,Matured,,
29609,L31853,C,36,2016-05-06,12.6,16.21,200.0,4000.0,2619.92,0,Current,,
64734,L78351,B,60,2017-07-05,13.12,15.72,392.0,7000.0,6895.36,0,Current,,
37608,L37991,B,36,2016-08-08,9.71,13.71,168.0,3000.0,2167.17,0,Current,,
56292,L62245,C,60,2017-04-18,14.23,17.06,420.0,7000.0,0.0,0,Matured,,
12606,L12168,B,36,2015-08-28,10.74,14.32,250.0,5000.0,0.0,0,Charged Off,4069.8,2016-10-27
5219,L4511,AA,36,2015-02-26,6.13,8.19,750.0,25000.0,0.0,0,Matured,,
35390,L35468,D,36,2016-07-07,16.58,21.06,354.0,5900.0,4268.92,0,Current,,
31532,L30855,B,36,2016-04-15,10.39,13.22,600.0,15000.0,9306.69,0,Current,,
10299,L38946,B,60,2016-08-22,17.39,18.88,330.44,10500.0,9182.7,0,Current,,
37781,L38542,A,36,2016-08-16,7.06,10.99,246.4,4400.0,3066.74,0,Current,,
55329,L58736,AA,60,2017-03-23,8.93,10.16,140.0,5000.0,4709.28,0,Current,,
36000,L36603,B,36,2016-07-25,9.87,13.87,140.0,2500.0,0.0,0,Matured,,
2974,L2835,B,36,2014-12-19,8.29,11.81,950.0,19000.0,0.0,0,Matured,,
9735,L8063,C,36,2015-06-08,13.0,17.38,300.0,5000.0,906.53,0,Current,,
60306,L66648,B,60,2017-05-15,11.64,14.21,308.0,5500.0,5363.59,0,Current,,
26643,L25220,B,36,2016-02-10,10.71,13.55,800.0,20000.0,11337.18,0,Current,,
58469,L64468,B,60,2017-05-03,12.22,15.15,506.4,8000.0,7802.41,0,Current,,
31583,L30952,A,36,2016-04-18,7.11,9.89,260.0,6500.0,3957.46,0,Current,,
20351,L28281,E,36,2016-03-16,25.98,28.15,314.72,11200.0,7261.24,0,Current,,
68486,L77265,C,36,2017-06-29,11.45,15.19,780.75,15000.0,15000.0,0,Current,,
48647,L51209,C,36,2017-01-10,12.91,17.3,510.0,8500.0,7267.59,0,Current,,
60443,L65207,D,60,2017-05-08,16.78,19.69,204.0,3400.0,3254.16,0,Current,,
62023,L67948,B,36,2017-05-19,11.09,15.14,403.2,7200.0,6619.98,0,Current,,
12012,L27716,A,36,2016-03-07,6.11,7.64,89.92,4000.0,1125.18,0,Current,,
1197,L1341,D,36,2014-09-29,15.27,19.71,300.0,5000.0,0.0,0,Matured,,
45059,L49855,D,36,2016-12-21,15.51,19.96,216.0,3600.0,3022.5,0,Current,,
43541,L45733,A,60,2016-11-08,9.54,12.04,1120.0,20000.0,17843.13,0,Current,,
13116,L11019,D,36,2015-08-07,25.23,29.95,1440.0,24000.0,10012.14,0,Current,,
68719,L78535,C,36,2017-07-06,11.22,15.57,660.0,11000.0,10672.89,0,Current,,
72915,L82270,B,36,2017-07-18,8.99,13.25,238.2,4000.0,4000.0,0,Current,,
50250,L52697,B,36,2017-01-24,11.11,15.15,476.0,8500.0,7219.13,0,Current,,
54164,L61490,D,60,2017-04-14,16.67,19.55,402.0,6700.0,6485.73,0,Current,,
59859,L68223,AA,60,2017-05-22,9.2,11.7,1120.0,20000.0,19471.11,0,Current,,
50589,L53195,C,36,2017-01-30,12.84,17.24,510.0,8500.0,7150.79,0,Current,,
66454,L77272,D,60,2017-06-30,15.78,18.65,780.0,13000.0,12808.79,0,Current,,
5610,L4667,D,36,2015-03-03,24.33,29.03,1500.0,25000.0,0.0,0,Matured,,
1607,L1281,A,36,2014-09-24,7.33,10.11,160.0,4000.0,245.29,0,Current,,
4542,L6666,B,36,2015-05-04,10.15,13.71,950.0,19000.0,5235.55,0,Current,,
11277,L9651,D,36,2015-07-13,25.26,29.98,792.0,13200.0,0.0,138,Charged Off,8315.72,2017-07-15
28840,L28510,D,36,2016-03-18,15.8,18.54,183.75,4900.0,3002.8,0,Current,,
37709,L38512,C,36,2016-08-15,12.02,16.37,1200.0,20000.0,14633.1,0,Current,,
66020,L75378,A,36,2017-06-22,7.46,11.41,560.0,10000.0,9750.42,0,Current,,
74121,L82457,A,60,2017-07-18,9.52,12.55,670.5,10000.0,10000.0,0,Current,,
33733,L33320,B,36,2016-06-06,10.26,14.28,560.0,10000.0,0.0,0,Matured,,
63945,L69853,B,60,2017-05-30,11.95,15.06,620.82,9200.0,9061.7,0,Current,,
35316,L35256,D,36,2016-07-13,15.76,20.21,3000.0,50000.0,35935.49,0,Current,,
31137,L31089,C,36,2016-04-19,13.75,17.39,750.0,15000.0,0.0,0,Matured,,
41357,L42775,A,36,2016-10-06,5.82,9.72,84.0,1500.0,0.0,0,Matured,,
35639,L36610,C,36,2016-07-25,12.26,16.62,900.0,15000.0,11018.75,0,Current,,
64174,L70334,A,60,2017-06-05,10.64,13.17,952.0,17000.0,16757.28,0,Current,,
58576,L64494,E,60,2017-05-02,26.55,29.77,342.0,5700.0,5606.91,0,Current,,
56041,L60716,D,36,2017-04-11,13.5,17.85,1194.0,19900.0,18566.22,0,Current,,
7403,L5962,C,36,2015-04-13,12.11,16.46,1500.0,25000.0,7124.94,0,Current,,
68740,L75606,E,60,2017-06-23,26.35,29.81,1905.41,29500.0,29249.31,0,Current,,
10490,L8908,D,36,2015-06-25,25.27,29.99,228.0,3800.0,1471.06,0,Current,,
5748,L5295,AAA,36,2015-03-24,5.48,6.15,50.0,5000.0,0.0,0,Matured,,
4741,L3760,B,36,2015-01-29,10.6,14.17,500.0,10000.0,199.8,0,Current,,
48154,L52360,E,36,2017-01-20,25.03,29.76,186.0,3100.0,2725.97,0,Current,,
43440,L45293,B,36,2016-11-02,12.71,16.84,560.0,10000.0,0.0,0,Matured,,
70351,L77837,A,36,2017-07-03,8.47,12.45,112.0,2000.0,2000.0,0,Current,,
24694,L23316,D,36,2016-01-13,15.29,19.74,1500.0,25000.0,0.0,0,Matured,,
53816,L58354,D,36,2017-03-21,18.82,23.39,252.0,4200.0,3841.65,0,Current,,
5304,L4213,AA,36,2015-02-18,6.45,8.51,240.0,8000.0,1495.19,0,Current,,
14828,L12399,D,36,2015-09-01,14.24,18.65,1500.0,25000.0,0.0,0,Charged Off,16790.69,2017-05-02
45979,L48325,A,60,2016-12-07,10.89,13.42,560.0,10000.0,9097.9,0,Current,,
22467,L21113,C,36,2015-12-11,13.11,17.5,600.0,10000.0,5207.67,0,Current,,
60278,L67032,E,36,2017-05-16,22.22,26.63,396.83,7000.0,6668.83,0,Current,,
58972,L63011,A,60,2017-04-24,10.03,12.55,1120.0,20000.0,19217.92,0,Current,,
34004,L33699,C,36,2016-06-15,15.4,19.85,720.0,12000.0,8281.92,0,Current,,
29886,L29083,B,36,2016-03-24,11.29,11.98,124.0,12400.0,7345.36,0,Current,,
8696,L7169,A,36,2015-05-18,6.8,10.29,1350.0,27000.0,8062.1,0,Current,,
66715,L73318,B,60,2017-06-16,13.26,15.86,672.0,12000.0,11856.11,0,Current,,
11172,L9865,B,36,2015-07-16,9.4,12.94,850.0,17000.0,0.0,0,Matured,,
39306,L40524,B,36,2016-09-14,8.9,12.88,280.0,5000.0,3738.77,0,Current,,
32831,L32415,C,36,2016-05-19,14.13,17.78,500.0,10000.0,6601.21,0,Current,,
52703,L55578,E,36,2017-02-22,25.04,29.77,240.0,4000.0,3599.42,0,Current,,
57528,L61299,E,60,2017-04-13,21.52,24.54,1080.0,18000.0,17512.82,0,Current,,
6772,L28764,D,36,2016-03-22,15.86,17.9,196.7,7000.0,4456.69,16,Delinquent,,
30492,L29267,B,60,2016-03-28,11.67,13.48,340.0,8500.0,6659.11,0,Current,,
11943,L13065,D,36,2015-09-11,14.67,19.1,180.0,3000.0,1199.88,0,Current,,
8942,L47940,A,36,2016-12-02,6.88,10.81,268.8,4800.0,3940.4,0,Current,,
39067,L68041,D,36,2017-05-22,15.99,19.32,67.44,1500.0,1418.7,0,Current,,
69328,L76149,E,60,2017-06-26,21.75,24.8,120.0,2000.0,1971.25,0,Current,,
19632,L18276,A,36,2015-11-13,7.45,10.96,1150.0,23000.0,10853.4,0,Current,,
71497,L79260,A,60,2017-07-10,10.42,14.1,176.0,2200.0,2200.0,0,Current,,
26327,L24883,D,36,2016-02-02,16.61,20.31,450.0,9000.0,4542.56,0,Current,,
29771,L28741,C,36,2016-03-21,14.21,17.87,675.0,13500.0,7375.65,0,Current,,
63252,L68737,E,60,2017-05-25,19.88,23.4,272.49,3900.0,3822.73,0,Current,,
73547,L81625,C,36,2017-07-17,12.66,16.83,285.25,5000.0,5000.0,0,Current,,
54340,L58068,E,36,2017-03-17,23.04,27.74,102.0,1700.0,1563.74,0,Current,,
6469,L71713,C,36,2017-06-08,13.38,15.81,249.53,7400.0,7230.66,0,Current,,
17871,L16518,C,36,2015-10-23,12.12,16.47,900.0,15000.0,6869.84,0,Current,,
47233,L49094,E,36,2016-12-14,25.01,29.72,696.0,11600.0,8421.11,0,Current,,
25048,L23870,B,36,2016-01-19,9.07,12.61,775.0,15500.0,8737.51,13,In Grace,,
42260,L43558,B,36,2016-10-17,9.36,13.34,56.0,1000.0,717.82,0,Current,,
7462,L27348,B,60,2016-03-02,13.8,14.82,114.65,5100.0,3949.02,0,Current,,
49591,L52524,A,60,2017-01-23,12.46,15.03,1685.6,30100.0,27390.5,0,Current,,
28699,L27679,AA,36,2016-03-07,4.87,6.22,130.0,6500.0,3404.87,0,Current,,
33995,L34074,B,36,2016-06-15,10.87,14.9,1484.0,26500.0,0.0,0,Matured,,
67024,L73514,C,36,2017-06-15,12.15,16.01,426.4,8000.0,7813.57,0,Current,,
13496,L36351,A,36,2016-07-20,8.3,12.26,168.0,3000.0,2082.14,0,Current,,
19642,L28562,B,36,2016-03-21,10.2,13.04,1000.0,25000.0,0.0,0,Matured,,
71638,L79336,E,60,2017-07-10,26.01,29.79,428.46,6100.0,6100.0,0,Current,,
25757,L24239,B,60,2016-01-25,12.84,14.67,420.0,10500.0,0.0,0,Matured,,
10503,L80305,D,60,2017-07-17,15.61,18.48,156.0,2600.0,2600.0,0,Current,,
39588,L40149,AA,60,2016-09-08,7.94,9.14,336.0,12000.0,10311.01,0,Current,,
60885,L65618,A,36,2017-05-09,7.76,12.67,178.83,2600.0,1155.22,0,Current,,
51572,L83071,C,36,2017-07-20,11.45,15.3,426.4,8000.0,8000.0,0,Current,,
40255,L40884,B,36,2016-09-19,10.35,14.36,280.0,5000.0,3759.82,0,Current,,
31598,L31115,B,36,2016-04-19,12.03,14.89,628.0,15700.0,0.0,0,Matured,,
58108,L62094,E,60,2017-04-18,26.57,29.78,336.0,5600.0,5459.21,0,Current,,
63712,L69592,E,60,2017-05-30,26.6,29.8,456.0,7600.0,7535.52,0,Current,,
48477,L51029,C,36,2017-01-09,14.35,18.77,480.0,8000.0,6886.56,0,Current,,
73532,L81594,E,60,2017-07-17,22.6,25.94,1812.44,28000.0,28000.0,0,Current,,
1955,L1516,B,36,2014-10-09,10.14,13.7,500.0,10000.0,0.0,0,Matured,,
31557,L45919,A,36,2016-11-09,8.31,10.46,1290.27,41000.0,32803.7,0,Current,,
38845,L39209,A,36,2016-08-24,6.97,10.9,397.6,7100.0,4800.06,0,Current,,
72355,L80159,A,36,2017-07-12,7.4,11.06,520.5,10000.0,9689.35,0,Current,,
